0.56,0.88,0.24,0.48,0.96,0.08,0.16,0.32,0.64,0.72
0.432,0.864,0.272,0.544,0.912,0.176,0.352,0.704,0.592,0.816,0.368,0.736,0.528,0.944,0.112,0.224,0.448,0.896,0.208,0.416,0.832,0.336,0.672,0.656,0.688,0.624,0.752,0.496,0.992,0.016,0.032,0.064,0.128,0.256,0.512,0.976,0.048,0.096,0.192,0.384,0.768,0.464,0.928,0.144,0.288,0.576,0.848,0.304,0.608,0.784
